A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BALAWAS, 33866, 3340157, Drinking water, 0, 0, 859121, 859121, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BALAWAS, 33866, 3340157, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 100000, 100000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BALAWAS, 33866, 3340157, Roads, 0, 0, 0, 0, 0, 0, 1560927, 1560927
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BALAWAS, 33866, 3340157, Sanitation, 0, 0, 859121, 859121, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BALAWAS, 33866, 3340157, Water Conservation, 0, 0, 0, 0, 0, 0, 1717320, 1717320
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BALAWAS, 33866, 3340157, Total, 0, 0, 1718242, 1718242, 0, 0, 3378247, 3378247
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, HAMEERPUR, 33882, 3309577, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 56587, 56587
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, HAMEERPUR, 33882, 3309577, Drinking water, 250000, 0, 1000000, 1250000, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, HAMEERPUR, 33882, 3309577, Roads, 0, 0, 0, 0, 350000, 450000, 1350000, 2150000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, HAMEERPUR, 33882, 3309577, Sanitation, 175000, 350000, 653293, 1178293, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, HAMEERPUR, 33882, 3309577, Social welfare, 0, 0, 0, 0, 0, 0, 1898770, 1898770
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, HAMEERPUR, 33882, 3309577, Water Conservation, 0, 0, 0, 0, 0, 0, 1848770, 1848770
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, HAMEERPUR, 33882, 3309577, Total, 425000, 350000, 1653293, 2428293, 350000, 450000, 5154127, 5954127
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, KHOHRI, 33887, 3327019, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 100000, 100000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, KHOHRI, 33887, 3327019, Drinking water, 0, 0, 700000, 700000, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, KHOHRI, 33887, 3327019, Roads, 0, 0, 0, 0, 0, 0, 3018558, 3018558
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, KHOHRI, 33887, 3327019, Sanitation, 0, 0, 791871, 791871, 0, 0, 144000, 144000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, KHOHRI, 33887, 3327019, Total, 0, 0, 1491871, 1491871, 0, 0, 3262558, 3262558
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHOOLA, 33876, 3339222, Drinking water, 75000, 0, 1649506, 1724506, 0, 0, 100000, 100000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHOOLA, 33876, 3339222, Education, 0, 0, 0, 0, 0, 0, 200000, 200000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHOOLA, 33876, 3339222, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 65200, 65200
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHOOLA, 33876, 3339222, Roads, 0, 0, 0, 0, 0, 0, 2599012, 2599012
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHOOLA, 33876, 3339222, Sanitation, 0, 0, 1799506, 1799506, 0, 0, 550000, 550000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHOOLA, 33876, 3339222, Water Conservation, 0, 0, 0, 0, 0, 0, 2681692, 2681692
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHOOLA, 33876, 3339222, Total, 75000, 0, 3449012, 3524012, 0, 0, 6195904, 6195904
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 37570, 37570
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Adult and non-formal education, 0, 0, 0, 0, 0, 0, 250000, 250000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Drinking water, 280000, 0, 828089, 1108089, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Education, 0, 0, 0, 0, 0, 0, 250000, 250000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Family welfare, 0, 0, 0, 0, 0, 0, 300000, 300000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 376179, 376179
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Health, 0, 0, 0, 0, 0, 0, 100000, 100000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Maintenance of community system, 0, 0, 0, 0, 0, 0, 130000, 130000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Roads, 0, 0, 0, 0, 250000, 0, 0, 250000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Sanitation, 0, 0, 1078090, 1078090, 100000, 0, 400000, 500000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BABARIYA, 33865, 3306656, Total, 280000, 0, 1906179, 2186179, 350000, 0, 1843749, 2193749
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GIROODI, 33878, 3312407, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 370000, 370000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GIROODI, 33878, 3312407, Drinking water, 0, 0, 1253061, 1253061, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GIROODI, 33878, 3312407, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 50000, 50000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GIROODI, 33878, 3312407, Roads, 0, 0, 0, 0, 0, 0, 2050000, 2050000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GIROODI, 33878, 3312407, Sanitation, 0, 0, 1253060, 1253060, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GIROODI, 33878, 3312407, Social welfare, 0, 0, 0, 0, 0, 0, 156121, 156121
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GIROODI, 33878, 3312407, Total, 0, 0, 2506121, 2506121, 0, 0, 2626121, 2626121
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BAMANWAS, 33867, 3318701, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 162380, 162380
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BAMANWAS, 33867, 3318701, Drinking water, 0, 0, 939977, 939977, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BAMANWAS, 33867, 3318701, Education, 0, 0, 0, 0, 0, 0, 150000, 150000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BAMANWAS, 33867, 3318701, Roads, 0, 0, 0, 0, 200000, 0, 1429955, 1629955
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BAMANWAS, 33867, 3318701, Sanitation, 0, 0, 939978, 939978, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BAMANWAS, 33867, 3318701, Total, 0, 0, 1879955, 1879955, 200000, 0, 1742335, 1942335
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GYANPURA, 33880, 3308308, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 314454, 314454
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GYANPURA, 33880, 3308308, Drinking water, 0, 0, 1232227, 1232227, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GYANPURA, 33880, 3308308, Roads, 0, 0, 0, 0, 0, 0, 3650471, 3650471
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GYANPURA, 33880, 3308308, Sanitation, 0, 0, 1432227, 1432227, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, GYANPURA, 33880, 3308308, Total, 0, 0, 2664454, 2664454, 0, 0, 3964925, 3964925
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, DEOSAN, 33877, 3320761, Drinking water, 0, 0, 684907, 684907, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, DEOSAN, 33877, 3320761, Maintenance of community system, 0, 0, 0, 0, 0, 0, 509814, 509814
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, DEOSAN, 33877, 3320761, Roads, 0, 0, 0, 0, 0, 0, 790000, 790000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, DEOSAN, 33877, 3320761, Sanitation, 0, 0, 684907, 684907, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, DEOSAN, 33877, 3320761, Social welfare, 0, 0, 0, 0, 0, 0, 70000, 70000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, DEOSAN, 33877, 3320761, Total, 0, 0, 1369814, 1369814, 0, 0, 1369814, 1369814
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHHEEND, 33875, 3307269, Drinking water, 0, 0, 307401, 307401, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHHEEND, 33875, 3307269, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 17202, 17202
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHHEEND, 33875, 3307269, Roads, 0, 0, 0, 0, 0, 0, 600000, 600000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHHEEND, 33875, 3307269, Sanitation, 0, 0, 307401, 307401, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, CHHEEND, 33875, 3307269, Total, 0, 0, 614802, 614802, 0, 0, 617202, 617202
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BILALI, 33872, 3303940, Drinking water, 0, 0, 1175846, 1175846, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BILALI, 33872, 3303940, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 30000, 30000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BILALI, 33872, 3303940, Roads, 0, 0, 0, 0, 0, 0, 2300000, 2300000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BILALI, 33872, 3303940, Rural electrification, 0, 0, 0, 0, 0, 0, 21692, 21692
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BILALI, 33872, 3303940, Sanitation, 0, 0, 1175846, 1175846, 0, 0, 3517725, 3517725
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BILALI, 33872, 3303940, Total, 0, 0, 2351692, 2351692, 0, 0, 5869417, 5869417
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BHAGGOO KA BAS, 33870, 3321143, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 320000, 320000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BHAGGOO KA BAS, 33870, 3321143, Drinking water, 0, 0, 820000, 820000, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BHAGGOO KA BAS, 33870, 3321143, Maintenance of community system, 0, 0, 0, 0, 0, 0, 45000, 45000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BHAGGOO KA BAS, 33870, 3321143, Roads, 0, 0, 0, 0, 0, 0, 1205000, 1205000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BHAGGOO KA BAS, 33870, 3321143, Sanitation, 0, 0, 755000, 755000, 0, 0, 0, 0
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BHAGGOO KA BAS, 33870, 3321143, Social welfare, 0, 0, 0, 0, 0, 0, 15000, 15000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, BHAGGOO KA BAS, 33870, 3321143, Total, 0, 0, 1575000, 1575000, 0, 0, 1585000, 1585000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, RATANPURA KARANA, 33885, 3271753, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 490000, 490000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, RATANPURA KARANA, 33885, 3271753, Cultural activities, 0, 0, 0, 0, 0, 0, 50000, 50000
2021, RAJASTHAN, 8, ALWAR, 78, BANSUR, 1157, RATANPURA KARANA, 33885, 3271753, Drinking water, 0, 0, 1102239, 1102239, 0, 0, 410000, 410000
