year, state, state_id, district_panchayat, district_panchayat_id, block_panchayat, block_panchayat_id, village_panchayat, village_panchayat_id, village_panchayat_budget_id, category, sctied, sttied, generaltied, totaltied, scuntied, stuntied, generaluntied, totaluntied
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BALH BALWANA, 235970, 2294475, Roads, 0, 0, 0, 0, 0, 0, 4330000, 4330000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BALH BALWANA, 235970, 2294475, Total, 0, 0, 0, 0, 0, 0, 4330000, 4330000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1677739, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 200000, 200000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1677739, Cultural activities, 0, 0, 0, 0, 0, 0, 400000, 400000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1677739, Drinking water, 0, 0, 0, 0, 0, 0, 280000, 280000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1677739, Education, 0, 0, 0, 0, 0, 0, 150000, 150000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1677739, Maintenance of community system, 0, 0, 0, 0, 0, 0, 150000, 150000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1677739, Roads, 0, 0, 0, 0, 0, 0, 3770000, 3770000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1677739, Sanitation, 0, 0, 0, 0, 0, 0, 215000, 215000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1677739, Total, 0, 0, 0, 0, 0, 0, 5165000, 5165000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BARMANA, 7529, 1794257, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 70000, 70000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BARMANA, 7529, 1794257, Agriculture, 0, 0, 0, 0, 0, 0, 920000, 920000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BARMANA, 7529, 1794257, Non-conventional energy sources, 0, 0, 0, 0, 0, 0, 250000, 250000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BARMANA, 7529, 1794257, Social welfare, 0, 0, 0, 0, 0, 0, 5380500, 5380500
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BARMANA, 7529, 1794257, Total, 0, 0, 0, 0, 0, 0, 6620500, 6620500
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 1811169, Drinking water, 0, 0, 0, 0, 0, 0, 20000, 20000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 1811169, Rural electrification, 0, 0, 0, 0, 0, 0, 20000, 20000
2018, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 1811169, Social welfare, 0, 0, 0, 0, 0, 0, 2860000, 2860000
