year, state, state_id, district_panchayat, district_panchayat_id, block_panchayat, block_panchayat_id, village_panchayat, village_panchayat_id, village_panchayat_budget_id, category, sctied, sttied, generaltied, totaltied, scuntied, stuntied, generaluntied, totaluntied
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2169108, Cultural activities, 0, 0, 0, 0, 0, 0, 242000, 242000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2169108, Maintenance of community system, 0, 0, 0, 0, 0, 0, 248800, 248800
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2169108, Roads, 0, 0, 0, 0, 0, 0, 981900, 981900
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2169108, Rural housing, 0, 0, 0, 0, 0, 0, 1235200, 1235200
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2169108, Sanitation, 0, 0, 0, 0, 0, 0, 248800, 248800
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2169108, Total, 0, 0, 0, 0, 0, 0, 2956700, 2956700
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO EAST, 111123, 2156345, Drinking water, 0, 0, 0, 0, 0, 0, 50000, 50000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO EAST, 111123, 2156345, Roads, 0, 0, 0, 0, 0, 0, 1645000, 1645000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO EAST, 111123, 2156345, Rural housing, 0, 0, 0, 0, 0, 0, 70000, 70000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO EAST, 111123, 2156345, Sanitation, 0, 0, 0, 0, 0, 0, 2453700, 2453700
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO EAST, 111123, 2156345, Total, 0, 0, 0, 0, 0, 0, 4338700, 4338700
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO EAST, 111123, 2156345, Women and child development, 0, 0, 0, 0, 0, 0, 120000, 120000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1736385, Cultural activities, 0, 0, 0, 0, 0, 0, 150000, 150000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1736385, Drinking water, 0, 0, 0, 0, 0, 0, 350000, 350000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1736385, Roads, 0, 0, 0, 0, 0, 0, 997000, 997000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1736385, Rural electrification, 0, 0, 0, 0, 0, 0, 200000, 200000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1736385, Rural housing, 0, 0, 0, 0, 0, 0, 155000, 155000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1736385, Sanitation, 0, 0, 0, 0, 0, 0, 948900, 948900
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1736385, Total, 0, 0, 0, 0, 0, 0, 2800900, 2800900
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO EAST, 111124, 2125167, Cultural activities, 0, 0, 0, 0, 0, 0, 70000, 70000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO EAST, 111124, 2125167, Roads, 0, 0, 0, 0, 0, 0, 1493000, 1493000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO EAST, 111124, 2125167, Rural housing, 0, 0, 0, 0, 0, 0, 185000, 185000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO EAST, 111124, 2125167, Sanitation, 0, 0, 0, 0, 0, 0, 1308000, 1308000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO EAST, 111124, 2125167, Total, 0, 0, 0, 0, 0, 0, 3056000, 3056000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO SOUTH, 111125, 2114329, Drinking water, 0, 0, 0, 0, 0, 0, 60000, 60000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO SOUTH, 111125, 2114329, Roads, 0, 0, 0, 0, 0, 0, 747000, 747000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO SOUTH, 111125, 2114329, Rural housing, 0, 0, 0, 0, 0, 0, 249000, 249000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO SOUTH, 111125, 2114329, Sanitation, 0, 0, 0, 0, 0, 0, 499000, 499000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO SOUTH, 111125, 2114329, Total, 0, 0, 0, 0, 0, 0, 1555000, 1555000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO WEST, 111126, 2114243, Cultural activities, 0, 0, 0, 0, 0, 0, 62900, 62900
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO WEST, 111126, 2114243, Roads, 0, 0, 249000, 249000, 0, 0, 1422800, 1422800
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO WEST, 111126, 2114243, Rural housing, 0, 0, 281600, 281600, 0, 0, 369000, 369000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO WEST, 111126, 2114243, Sanitation, 0, 0, 0, 0, 0, 0, 427400, 427400
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO WEST, 111126, 2114243, Social welfare, 0, 0, 0, 0, 0, 0, 62600, 62600
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO WEST, 111126, 2114243, Total, 0, 0, 530600, 530600, 0, 0, 2473700, 2473700
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO WEST, 111126, 2114243, Women and child development, 0, 0, 0, 0, 0, 0, 129000, 129000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA NORTH, 111127, 2178585, Drinking water, 0, 0, 0, 0, 0, 0, 160000, 160000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA NORTH, 111127, 2178585, Roads, 0, 0, 0, 0, 0, 0, 530600, 530600
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA NORTH, 111127, 2178585, Rural electrification, 0, 0, 0, 0, 0, 0, 300000, 300000
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA NORTH, 111127, 2178585, Rural housing, 0, 0, 0, 0, 0, 0, 124700, 124700
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA NORTH, 111127, 2178585, Sanitation, 0, 0, 0, 0, 0, 0, 1029800, 1029800
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA NORTH, 111127, 2178585, Total, 0, 0, 0, 0, 0, 0, 2145100, 2145100
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA SOUTH, 111128, 2178479, Roads, 0, 0, 0, 0, 0, 0, 249400, 249400
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA SOUTH, 111128, 2178479, Rural housing, 0, 0, 0, 0, 0, 0, 331800, 331800
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA SOUTH, 111128, 2178479, Sanitation, 0, 0, 0, 0, 0, 0, 846200, 846200
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BODIYA SOUTH, 111128, 2178479, Total, 0, 0, 0, 0, 0, 0, 1427400, 1427400
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, GOVINDPUR A, 111135, 1681864, Drinking water, 0, 0, 0, 0, 0, 0, 457600, 457600
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, GOVINDPUR A, 111135, 1681864, Maintenance of community system, 0, 0, 0, 0, 0, 0, 1215500, 1215500
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, GOVINDPUR A, 111135, 1681864, Roads, 0, 0, 0, 0, 0, 0, 2523300, 2523300
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, GOVINDPUR A, 111135, 1681864, Sanitation, 0, 0, 0, 0, 0, 0, 1060800, 1060800
2018, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, GOVINDPUR A, 111135, 1681864, Total, 0, 0, 0, 0, 0, 0, 5257200, 5257200
