A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BAJAWAND, 121823, 1034087, Drinking water, 0, 0, 0, 0, 0, 0, 131049, 131049
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BAJAWAND, 121823, 1034087, Education, 0, 0, 0, 0, 0, 0, 65525, 65525
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BAJAWAND, 121823, 1034087, Health, 0, 0, 0, 0, 0, 0, 65525, 65525
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BAJAWAND, 121823, 1034087, Sanitation, 0, 0, 0, 0, 0, 0, 131049, 131049
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BAJAWAND, 121823, 1034087, Social welfare, 0, 0, 0, 0, 0, 0, 65525, 65525
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BAJAWAND, 121823, 1034087, Total, 0, 0, 0, 0, 0, 0, 458673, 458673
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BADLAWAND, 121822, 1029198, Drinking water, 0, 0, 0, 0, 0, 0, 97604, 97604
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BADLAWAND, 121822, 1029198, Education, 0, 0, 0, 0, 0, 0, 67575, 67575
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BADLAWAND, 121822, 1029198, Sanitation, 0, 0, 0, 0, 0, 0, 67575, 67575
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BADLAWAND, 121822, 1029198, Social welfare, 0, 0, 0, 0, 0, 0, 48802, 48802
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BADLAWAND, 121822, 1029198, Total, 0, 0, 0, 0, 0, 0, 281556, 281556
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BELPUTI, 121828, 1034257, Drinking water, 0, 0, 0, 0, 0, 0, 140940, 140940
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BELPUTI, 121828, 1034257, Education, 0, 0, 0, 0, 0, 0, 70470, 70470
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BELPUTI, 121828, 1034257, Rural electrification, 0, 0, 0, 0, 0, 0, 211409, 211409
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BELPUTI, 121828, 1034257, Sanitation, 0, 0, 0, 0, 0, 0, 211410, 211410
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BELPUTI, 121828, 1034257, Social welfare, 0, 0, 0, 0, 0, 0, 70470, 70470
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BELPUTI, 121828, 1034257, Total, 0, 0, 0, 0, 0, 0, 704699, 704699
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, CHARGAON, 121832, 1030853, Drinking water, 0, 0, 0, 0, 0, 0, 89990, 89990
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, CHARGAON, 121832, 1030853, Education, 0, 0, 0, 0, 0, 0, 44995, 44995
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, CHARGAON, 121832, 1030853, Sanitation, 0, 0, 0, 0, 0, 0, 269971, 269971
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, CHARGAON, 121832, 1030853, Social welfare, 0, 0, 0, 0, 0, 0, 44995, 44995
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, CHARGAON, 121832, 1030853, Total, 0, 0, 0, 0, 0, 0, 449951, 449951
2016, CHHATTISGARH, 22, BASTAR, 333, BAKAWAND, 3954, BEDAUMARGAON, 121827, 1028861, Drinking water, 0, 0, 0, 0, 0, 0, 109056, 109056
