A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BHETABARIYA, 20608, 1090202, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BHETABARIYA, 20608, 1090202, Roads, 0, 0, 0, 0, 0, 0, 93600, 93600
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BHETABARIYA, 20608, 1090202, Rural housing, 0, 0, 0, 0, 0, 0, 202400, 202400
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BHETABARIYA, 20608, 1090202, Total, 0, 0, 0, 0, 0, 0, 334200, 334200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, CHHANI, 20612, 1092870, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, CHHANI, 20612, 1092870, Roads, 0, 0, 0, 0, 0, 0, 300000, 300000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, CHHANI, 20612, 1092870, Total, 0, 0, 0, 0, 0, 0, 338200, 338200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DEWARA, 20615, 1088513, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DEWARA, 20615, 1088513, Cultural activities, 0, 0, 0, 0, 0, 0, 100000, 100000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DEWARA, 20615, 1088513, Rural housing, 0, 0, 0, 0, 0, 0, 127398, 127398
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DEWARA, 20615, 1088513, Total, 0, 0, 0, 0, 0, 0, 265598, 265598
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BUNGA, 20610, 1070373, Maintenance of community system, 0, 0, 0, 0, 0, 0, 50800, 50800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BUNGA, 20610, 1070373, Roads, 0, 0, 0, 0, 0, 0, 140000, 140000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BUNGA, 20610, 1070373, Social welfare, 0, 0, 0, 0, 0, 0, 18200, 18200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BUNGA, 20610, 1070373, Total, 0, 0, 0, 0, 0, 0, 209000, 209000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BABURIYA NAYAL, 20605, 1070433, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 36200, 36200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BABURIYA NAYAL, 20605, 1070433, Drinking water, 0, 0, 0, 0, 0, 0, 60000, 60000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BABURIYA NAYAL, 20605, 1070433, Roads, 0, 0, 0, 0, 0, 0, 97800, 97800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BABURIYA NAYAL, 20605, 1070433, Total, 0, 0, 0, 0, 0, 0, 194000, 194000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DASHO, 20614, 1090294, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DASHO, 20614, 1090294, Roads, 0, 0, 0, 0, 0, 0, 91600, 91600
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DASHO, 20614, 1090294, Rural housing, 0, 0, 0, 0, 0, 0, 224000, 224000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DASHO, 20614, 1090294, Total, 0, 0, 0, 0, 0, 0, 353800, 353800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DALAKOT, 20613, 1088748, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DALAKOT, 20613, 1088748, Roads, 0, 0, 0, 0, 0, 0, 77000, 77000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DALAKOT, 20613, 1088748, Rural housing, 0, 0, 0, 0, 0, 0, 167200, 167200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DALAKOT, 20613, 1088748, Total, 0, 0, 0, 0, 0, 0, 282400, 282400
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, CHANOLI, 20611, 1090186, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, CHANOLI, 20611, 1090186, Roads, 0, 0, 0, 0, 0, 0, 52800, 52800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, CHANOLI, 20611, 1090186, Rural housing, 0, 0, 0, 0, 0, 0, 114400, 114400
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, CHANOLI, 20611, 1090186, Total, 0, 0, 0, 0, 0, 0, 205400, 205400
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BORDA, 20609, 1066433, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 36200, 36200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BORDA, 20609, 1066433, Drinking water, 0, 0, 0, 0, 0, 0, 215000, 215000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BORDA, 20609, 1066433, Land improvement, 0, 0, 0, 0, 0, 0, 62800, 62800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BORDA, 20609, 1066433, Total, 0, 0, 0, 0, 0, 0, 314000, 314000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BAMAN TILADI, 20606, 1092237, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BAMAN TILADI, 20606, 1092237, Roads, 0, 0, 0, 0, 0, 0, 165000, 165000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BAMAN TILADI, 20606, 1092237, Total, 0, 0, 0, 0, 0, 0, 203200, 203200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DIGOLI, 20618, 1088489, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 18200, 18200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DIGOLI, 20618, 1088489, Roads, 0, 0, 0, 0, 0, 0, 212400, 212400
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DIGOLI, 20618, 1088489, Total, 0, 0, 0, 0, 0, 0, 230600, 230600
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, ALAIE SUPYAL, 20604, 1092192, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, ALAIE SUPYAL, 20604, 1092192, Drinking water, 0, 0, 0, 0, 0, 0, 75000, 75000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, ALAIE SUPYAL, 20604, 1092192, Roads, 0, 0, 0, 0, 0, 0, 100000, 100000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, ALAIE SUPYAL, 20604, 1092192, Total, 0, 0, 0, 0, 0, 0, 213200, 213200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BHAISIYA CHHANA, 20607, 1060856, Drinking water, 0, 0, 0, 0, 0, 0, 745000, 745000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, BHAISIYA CHHANA, 20607, 1060856, Total, 0, 0, 0, 0, 0, 0, 745000, 745000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, GHUNYOLI, 20617, 1066065, Drinking water, 0, 0, 0, 0, 0, 0, 167000, 167000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, GHUNYOLI, 20617, 1066065, Social welfare, 0, 0, 0, 0, 0, 0, 18200, 18200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, GHUNYOLI, 20617, 1066065, Total, 0, 0, 0, 0, 0, 0, 185200, 185200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DHOL NAILEE, 20616, 1075073, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 36200, 36200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DHOL NAILEE, 20616, 1075073, Drinking water, 0, 0, 0, 0, 0, 0, 56800, 56800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DHOL NAILEE, 20616, 1075073, Roads, 0, 0, 0, 0, 0, 0, 261000, 261000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DHOL NAILEE, 20616, 1075073, Total, 0, 0, 0, 0, 0, 0, 354000, 354000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DIYARI, 20619, 1068913, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 36200, 36200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DIYARI, 20619, 1068913, Drinking water, 0, 0, 0, 0, 0, 0, 307000, 307000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DIYARI, 20619, 1068913, Roads, 0, 0, 0, 0, 0, 0, 70800, 70800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DIYARI, 20619, 1068913, Total, 0, 0, 0, 0, 0, 0, 414000, 414000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DUNGERLEKH, 20620, 1064456, Maintenance of community system, 0, 0, 0, 0, 0, 0, 300000, 300000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DUNGERLEKH, 20620, 1064456, Social welfare, 0, 0, 0, 0, 0, 0, 18200, 18200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DUNGERLEKH, 20620, 1064456, Total, 0, 0, 0, 0, 0, 0, 318200, 318200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DUNGARI, 20621, 1090239, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DUNGARI, 20621, 1090239, Roads, 0, 0, 0, 0, 0, 0, 125400, 125400
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DUNGARI, 20621, 1090239, Rural housing, 0, 0, 0, 0, 0, 0, 270600, 270600
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, DUNGARI, 20621, 1090239, Total, 0, 0, 0, 0, 0, 0, 434200, 434200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, JINGAL, 20624, 1066386, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 36200, 36200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, JINGAL, 20624, 1066386, Drinking water, 0, 0, 0, 0, 0, 0, 55000, 55000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, JINGAL, 20624, 1066386, Maintenance of community system, 0, 0, 0, 0, 0, 0, 15800, 15800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, JINGAL, 20624, 1066386, Roads, 0, 0, 0, 0, 0, 0, 101000, 101000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, JINGAL, 20624, 1066386, Total, 0, 0, 0, 0, 0, 0, 208000, 208000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, HATOLA, 20623, 1070385, Drinking water, 0, 0, 0, 0, 0, 0, 259600, 259600
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, HATOLA, 20623, 1070385, Education, 0, 0, 0, 0, 0, 0, 50000, 50000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, HATOLA, 20623, 1070385, Social welfare, 0, 0, 0, 0, 0, 0, 18200, 18200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, HATOLA, 20623, 1070385, Total, 0, 0, 0, 0, 0, 0, 327800, 327800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, JOGYUDA DALAKOT, 20625, 1090339, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, JOGYUDA DALAKOT, 20625, 1090339, Roads, 0, 0, 0, 0, 0, 0, 149000, 149000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, JOGYUDA DALAKOT, 20625, 1090339, Total, 0, 0, 0, 0, 0, 0, 187200, 187200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, HARADA, 20622, 1068981, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 36200, 36200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, HARADA, 20622, 1068981, Drinking water, 0, 0, 0, 0, 0, 0, 111000, 111000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, HARADA, 20622, 1068981, Sanitation, 0, 0, 0, 0, 0, 0, 64800, 64800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, HARADA, 20622, 1068981, Total, 0, 0, 0, 0, 0, 0, 212000, 212000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KHAS TILADI, 20629, 1092869, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KHAS TILADI, 20629, 1092869, Drinking water, 0, 0, 0, 0, 0, 0, 430000, 430000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KHAS TILADI, 20629, 1092869, Total, 0, 0, 0, 0, 0, 0, 468200, 468200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KUNJVERGAL, 20630, 1090248, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 38200, 38200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KUNJVERGAL, 20630, 1090248, Roads, 0, 0, 0, 0, 0, 0, 100000, 100000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KUNJVERGAL, 20630, 1090248, Rural housing, 0, 0, 0, 0, 0, 0, 116600, 116600
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KUNJVERGAL, 20630, 1090248, Total, 0, 0, 0, 0, 0, 0, 254800, 254800
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KALON, 20626, 1066124, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 13200, 13200
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KALON, 20626, 1066124, Roads, 0, 0, 0, 0, 0, 0, 160000, 160000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KALON, 20626, 1066124, Sanitation, 0, 0, 0, 0, 0, 0, 25000, 25000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KALON, 20626, 1066124, Social welfare, 0, 0, 0, 0, 0, 0, 5000, 5000
2016, UTTARAKHAND, 5, ALMORA, 45, BHAISIYA CHHANA, 935, KALON, 20626, 1066124, Total, 0, 0, 0, 0, 0, 0, 203200, 203200
