year, state, state_id, district_panchayat, district_panchayat_id, block_panchayat, block_panchayat_id, village_panchayat, village_panchayat_id, village_panchayat_budget_id, category, sctied, sttied, generaltied, totaltied, scuntied, stuntied, generaluntied, totaluntied
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2163890, Agriculture, 0, 0, 0, 0, 0, 0, 1912766, 1912766
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2163890, Animal husbandry, 0, 0, 0, 0, 0, 0, 1073652, 1073652
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2163890, Drinking water, 0, 0, 0, 0, 0, 0, 1540942, 1540942
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2163890, Land improvement, 0, 0, 0, 0, 0, 0, 618236, 618236
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2163890, Rural electrification, 0, 0, 0, 0, 0, 0, 145924, 145924
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2163890, Rural housing, 0, 0, 0, 0, 0, 0, 703800, 703800
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2163890, Sanitation, 0, 0, 0, 0, 0, 0, 245200, 245200
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, ARMO, 111122, 2163890, Total, 0, 0, 0, 0, 0, 0, 6240520, 6240520
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1851980, Agriculture, 0, 0, 0, 0, 0, 0, 2763550, 2763550
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1851980, Animal husbandry, 0, 0, 0, 0, 0, 0, 200760, 200760
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1851980, Drinking water, 0, 0, 0, 0, 0, 0, 120000, 120000
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1851980, Maintenance of community system, 0, 0, 0, 0, 0, 0, 550000, 550000
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1851980, Roads, 0, 0, 0, 0, 0, 0, 1350000, 1350000
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1851980, Rural housing, 0, 0, 0, 0, 0, 0, 100000, 100000
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1851980, Sanitation, 0, 0, 0, 0, 0, 0, 368322, 368322
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1851980, Social forestry and farm forestry, 0, 0, 0, 0, 0, 0, 180000, 180000
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BAIDHKARO WEST, 111129, 1851980, Total, 0, 0, 0, 0, 0, 0, 5632632, 5632632
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO EAST, 111124, 1851528, Maintenance of community system, 0, 0, 0, 0, 0, 0, 520000, 520000
2019, JHARKHAND, 20, BOKARO, 281, BERMO, 3428, BERMO EAST, 111124, 1851528, Roads, 0, 0, 0, 0, 0, 0, 3150000, 3150000
