A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BEHBALPUR, 27788, 1745536, Sanitation, 0, 0, 40000, 40000, 0, 0, 170000, 170000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BEHBALPUR, 27788, 1745536, Total, 0, 0, 40000, 40000, 0, 0, 170000, 170000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, AHEMA, 27784, 1704571, Drinking water, 0, 0, 0, 0, 0, 0, 30000, 30000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, AHEMA, 27784, 1704571, Roads, 0, 0, 513513, 513513, 0, 0, 0, 0
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, AHEMA, 27784, 1704571, Social welfare, 0, 0, 319000, 319000, 0, 0, 668946, 668946
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, AHEMA, 27784, 1704571, Total, 0, 0, 832513, 832513, 0, 0, 698946, 698946
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, AMIPUR, 27785, 1789542, Sanitation, 0, 0, 655000, 655000, 0, 0, 845000, 845000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, AMIPUR, 27785, 1789542, Total, 0, 0, 655000, 655000, 0, 0, 845000, 845000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BHANPUR NAKATPUR, 27789, 1691787, Health, 0, 0, 700000, 700000, 0, 0, 0, 0
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BHANPUR NAKATPUR, 27789, 1691787, Sanitation, 0, 0, 172000, 172000, 0, 0, 0, 0
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BHANPUR NAKATPUR, 27789, 1691787, Total, 0, 0, 872000, 872000, 0, 0, 0, 0
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BABAHERI, 27787, 1718580, Health, 0, 0, 0, 0, 0, 0, 400000, 400000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BABAHERI, 27787, 1718580, Roads, 0, 0, 500000, 500000, 0, 0, 0, 0
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BABAHERI, 27787, 1718580, Sanitation, 0, 0, 0, 0, 0, 0, 500000, 500000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BABAHERI, 27787, 1718580, Total, 0, 0, 500000, 500000, 0, 0, 900000, 900000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BAROULI, 27795, 1737543, Sanitation, 0, 0, 2640000, 2640000, 0, 0, 350000, 350000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BAROULI, 27795, 1737543, Total, 0, 0, 2640000, 2640000, 0, 0, 350000, 350000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BATROHAN, 27796, 1762151, Drinking water, 0, 0, 60000, 60000, 0, 0, 0, 0
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BATROHAN, 27796, 1762151, Health, 0, 0, 150000, 150000, 0, 0, 0, 0
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BATROHAN, 27796, 1762151, Rural electrification, 0, 0, 0, 0, 0, 0, 50000, 50000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BATROHAN, 27796, 1762151, Sanitation, 0, 0, 600000, 600000, 0, 0, 120000, 120000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BATROHAN, 27796, 1762151, Social welfare, 0, 0, 0, 0, 0, 0, 565000, 565000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BATROHAN, 27796, 1762151, Total, 0, 0, 810000, 810000, 0, 0, 735000, 735000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BALAPUR, 27792, 1765177, Health, 0, 0, 0, 0, 0, 0, 200000, 200000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BALAPUR, 27792, 1765177, Sanitation, 0, 0, 1900000, 1900000, 0, 0, 2665000, 2665000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BALAPUR, 27792, 1765177, Total, 0, 0, 1900000, 1900000, 0, 0, 2865000, 2865000
2018, HARYANA, 6, AMBALA, 58, AMBALA-I, 1030, BAROULA, 27794, 1740700, Health, 0, 0, 800000, 800000, 0, 0, 0, 0
