A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2018, TAMIL NADU, 33, ARIYALUR, 560, ANDIMADAM, 6560, PERIYAKARUKKAI, 259724, 2056802, Drinking water, 0, 0, 0, 0, 0, 0, 600000, 600000
2018, TAMIL NADU, 33, ARIYALUR, 560, ANDIMADAM, 6560, PERIYAKARUKKAI, 259724, 2056802, Social forestry and farm forestry, 0, 0, 0, 0, 0, 0, 600000, 600000
2018, TAMIL NADU, 33, ARIYALUR, 560, ANDIMADAM, 6560, PERIYAKARUKKAI, 259724, 2056802, Total, 0, 0, 0, 0, 0, 0, 1200000, 1200000
2018, TAMIL NADU, 33, ARIYALUR, 560, THIRUMANUR, 6566, MALATHANKULAM, 259725, 1989288, Drinking water, 0, 0, 0, 0, 0, 0, 2300000, 2300000
2018, TAMIL NADU, 33, ARIYALUR, 560, THIRUMANUR, 6566, MALATHANKULAM, 259725, 1989288, Roads, 0, 0, 0, 0, 0, 0, 1950000, 1950000
2018, TAMIL NADU, 33, ARIYALUR, 560, THIRUMANUR, 6566, MALATHANKULAM, 259725, 1989288, Total, 0, 0, 0, 0, 0, 0, 4250000, 4250000
2018, TAMIL NADU, 33, COIMBATORE, 523, ANNUR, 6407, KATTAMPATTI, 221964, 1950804, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 540000, 540000
2018, TAMIL NADU, 33, COIMBATORE, 523, ANNUR, 6407, KATTAMPATTI, 221964, 1950804, Rural electrification, 0, 0, 0, 0, 0, 0, 300000, 300000
2018, TAMIL NADU, 33, COIMBATORE, 523, ANNUR, 6407, KATTAMPATTI, 221964, 1950804, Total, 0, 0, 0, 0, 0, 0, 840000, 840000
2018, TAMIL NADU, 33, COIMBATORE, 523, ANNUR, 6407, PACHAPALAYAM, 221971, 1951433, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 78000, 78000
2018, TAMIL NADU, 33, COIMBATORE, 523, ANNUR, 6407, PACHAPALAYAM, 221971, 1951433, Rural electrification, 0, 0, 0, 0, 0, 0, 300000, 300000
