A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, RAMPUR MOHANPUR WEST, 93664, 3339035, Drinking water, 0, 0, 2000000, 2000000, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, RAMPUR MOHANPUR WEST, 93664, 3339035, Roads, 0, 0, 0, 0, 0, 0, 2850000, 2850000
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, RAMPUR MOHANPUR WEST, 93664, 3339035, Sanitation, 0, 0, 2000000, 2000000, 0, 0, 1000000, 1000000
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, RAMPUR MOHANPUR WEST, 93664, 3339035, Total, 0, 0, 4000000, 4000000, 0, 0, 3850000, 3850000
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, MADANPUR EAST, 93658, 3332421, Drinking water, 0, 0, 1500000, 1500000, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, MADANPUR EAST, 93658, 3332421, Roads, 0, 0, 0, 0, 0, 0, 2980280, 2980280
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, MADANPUR EAST, 93658, 3332421, Rural electrification, 0, 0, 0, 0, 0, 0, 30000, 30000
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, MADANPUR EAST, 93658, 3332421, Sanitation, 0, 0, 1500000, 1500000, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, MADANPUR EAST, 93658, 3332421, Total, 0, 0, 3000000, 3000000, 0, 0, 3010280, 3010280
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, JAMUA, 93653, 3289180, Drinking water, 0, 0, 1721645, 1721645, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, JAMUA, 93653, 3289180, Roads, 0, 0, 0, 0, 0, 0, 6886578, 6886578
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, JAMUA, 93653, 3289180, Sanitation, 0, 0, 1721644, 1721644, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, JAMUA, 93653, 3289180, Social welfare, 0, 0, 0, 0, 0, 0, 3443289, 3443289
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, JAMUA, 93653, 3289180, Total, 0, 0, 3443289, 3443289, 0, 0, 10329867, 10329867
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, SAHASMAL, 93665, 3339065, Drinking water, 0, 0, 2310729, 2310729, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, SAHASMAL, 93665, 3339065, Roads, 0, 0, 0, 0, 0, 0, 4750000, 4750000
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, SAHASMAL, 93665, 3339065, Sanitation, 0, 0, 2310729, 2310729, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, SAHASMAL, 93665, 3339065, Total, 0, 0, 4621458, 4621458, 0, 0, 4750000, 4750000
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BELWA, 93643, 3331133, Drinking water, 0, 0, 2426957, 2426957, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BELWA, 93643, 3331133, Roads, 0, 0, 0, 0, 0, 0, 3503914, 3503914
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BELWA, 93643, 3331133, Sanitation, 0, 0, 2426957, 2426957, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BELWA, 93643, 3331133, Social welfare, 0, 0, 0, 0, 0, 0, 1800000, 1800000
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BELWA, 93643, 3331133, Total, 0, 0, 4853914, 4853914, 0, 0, 5303914, 5303914
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BOCHI, 93644, 3273280, Drinking water, 0, 0, 1447553, 1447553, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BOCHI, 93644, 3273280, Roads, 0, 0, 0, 0, 0, 0, 8700000, 8700000
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BOCHI, 93644, 3273280, Sanitation, 0, 0, 1447553, 1447553, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BOCHI, 93644, 3273280, Total, 0, 0, 2895106, 2895106, 0, 0, 8700000, 8700000
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, PAIKTOLA, 93660, 3325845, Drinking water, 0, 0, 2278996, 2278996, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, PAIKTOLA, 93660, 3325845, Roads, 0, 0, 0, 0, 0, 0, 4558001, 4558001
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, PAIKTOLA, 93660, 3325845, Sanitation, 0, 0, 2279000, 2279000, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, PAIKTOLA, 93660, 3325845, Total, 0, 0, 4557996, 4557996, 0, 0, 4558001, 4558001
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, TARAUNA BHOJPUR, 93667, 3330150, Drinking water, 0, 0, 1901283, 1901283, 0, 0, 0, 0
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, TARAUNA BHOJPUR, 93667, 3330150, Roads, 0, 0, 0, 0, 0, 0, 3900100, 3900100
2021, BIHAR, 10, ARARIA, 179, ARARIA, 2206, TARAUNA BHOJPUR, 93667, 3330150, Sanitation, 0, 0, 1901283, 1901283, 0, 0, 0, 0
