A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BOCHI, 93644, 1962260, Cultural activities, 0, 0, 0, 0, 0, 0, 114000, 114000
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BOCHI, 93644, 1962260, Roads, 0, 0, 0, 0, 0, 0, 927800, 927800
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BOCHI, 93644, 1962260, Total, 0, 0, 0, 0, 0, 0, 1041800, 1041800
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BANGAMA, 93639, 2086889, Roads, 0, 0, 0, 0, 0, 0, 1314290, 1314290
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BANGAMA, 93639, 2086889, Total, 0, 0, 0, 0, 0, 0, 1314290, 1314290
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, ARARIA BASTI, 93638, 1986981, Roads, 0, 0, 0, 0, 0, 0, 460000, 460000
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, ARARIA BASTI, 93638, 1986981, Social welfare, 0, 0, 0, 0, 0, 0, 242000, 242000
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, ARARIA BASTI, 93638, 1986981, Total, 0, 0, 0, 0, 0, 0, 702000, 702000
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BELWA, 93643, 1954453, Roads, 0, 0, 0, 0, 0, 0, 1127911, 1127911
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BELWA, 93643, 1954453, Social welfare, 0, 0, 0, 0, 0, 0, 252400, 252400
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BELWA, 93643, 1954453, Total, 0, 0, 0, 0, 0, 0, 1380311, 1380311
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BANSBARI, 93640, 1934561, Roads, 0, 0, 0, 0, 0, 0, 1561000, 1561000
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, BANSBARI, 93640, 1934561, Total, 0, 0, 0, 0, 0, 0, 1561000, 1561000
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, GAINRHA, 93649, 2094863, Roads, 0, 0, 0, 0, 0, 0, 1164091, 1164091
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, GAINRHA, 93649, 2094863, Total, 0, 0, 0, 0, 0, 0, 1164091, 1164091
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, HARIA, 93651, 2031537, Roads, 0, 0, 0, 0, 0, 0, 1834006, 1834006
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, HARIA, 93651, 2031537, Total, 0, 0, 0, 0, 0, 0, 1834006, 1834006
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, JHAMTA, 93654, 1952672, Roads, 0, 0, 434400, 434400, 0, 0, 493900, 493900
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, JHAMTA, 93654, 1952672, Total, 0, 0, 434400, 434400, 0, 0, 493900, 493900
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, GAIYARI, 93650, 2118783, Roads, 0, 0, 0, 0, 0, 0, 1107217, 1107217
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, GAIYARI, 93650, 2118783, Sanitation, 0, 0, 0, 0, 0, 0, 724852, 724852
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, GAIYARI, 93650, 2118783, Total, 0, 0, 0, 0, 0, 0, 1832069, 1832069
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, CHIKANI, 93647, 2091969, Roads, 0, 0, 0, 0, 0, 0, 450500, 450500
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, CHIKANI, 93647, 2091969, Sanitation, 0, 0, 0, 0, 0, 0, 452300, 452300
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, CHIKANI, 93647, 2091969, Total, 0, 0, 0, 0, 0, 0, 902800, 902800
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, DIYARI, 93648, 2098408, Roads, 0, 0, 0, 0, 0, 0, 1621000, 1621000
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, DIYARI, 93648, 2098408, Total, 0, 0, 0, 0, 0, 0, 1621000, 1621000
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, CHANDRADEI, 93645, 2086526, Roads, 0, 0, 0, 0, 0, 0, 496899, 496899
2016, BIHAR, 10, ARARIA, 179, ARARIA, 2206, CHANDRADEI, 93645, 2086526, Social welfare, 0, 0, 0, 0, 0, 0, 471666, 471666
