A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Agriculture, 0, 0, 0, 0, 0, 0, 1715103, 1715103
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Animal husbandry, 0, 0, 0, 0, 0, 0, 590000, 590000
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Education, 0, 0, 0, 0, 0, 13000, 742309, 755309
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Fisheries, 0, 0, 0, 0, 0, 0, 200000, 200000
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Libraries, 0, 0, 0, 0, 0, 0, 75000, 75000
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Roads, 0, 0, 0, 0, 2877885, 0, 9423124, 12301009
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Rural electrification, 0, 0, 0, 0, 0, 0, 800000, 800000
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Rural housing, 0, 0, 0, 0, 0, 90000, 6618835, 6708835
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Sanitation, 0, 0, 0, 0, 0, 0, 1066800, 1066800
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Small-scale industries, 0, 0, 0, 0, 0, 200000, 0, 200000
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Social forestry and farm forestry, 0, 0, 0, 0, 0, 0, 80000, 80000
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Social welfare, 0, 0, 0, 0, 350000, 50000, 1150000, 1550000
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Women and child development, 0, 0, 0, 0, 0, 0, 5463800, 5463800
2015, KERALA, 32, ALAPPUZHA, 509, AMBALAPPUZHA, 6260, PURAKKAD, 220972, 1802373, Total, 0, 0, 0, 0, 3227885, 353000, 27924971, 31505856
2015, KERALA, 32, ALAPPUZHA, 509, ARYAD, 6261, ARYAD, 220973, 1802419, Adult and non-formal education, 0, 0, 0, 0, 0, 0, 7000, 7000
2015, KERALA, 32, ALAPPUZHA, 509, ARYAD, 6261, ARYAD, 220973, 1802419, Agriculture, 0, 0, 0, 0, 0, 0, 1075491, 1075491
2015, KERALA, 32, ALAPPUZHA, 509, ARYAD, 6261, ARYAD, 220973, 1802419, Animal husbandry, 0, 0, 0, 0, 0, 0, 1394875, 1394875
2015, KERALA, 32, ALAPPUZHA, 509, ARYAD, 6261, ARYAD, 220973, 1802419, Cultural activities, 0, 0, 0, 0, 0, 0, 818765, 818765
