A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, PATACHARKUCHI, 105602, 3141903, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 127432, 127432
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, PATACHARKUCHI, 105602, 3141903, Agriculture, 0, 0, 0, 0, 0, 0, 350000, 350000
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, PATACHARKUCHI, 105602, 3141903, Health, 0, 0, 0, 0, 0, 0, 121061, 121061
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, PATACHARKUCHI, 105602, 3141903, Maintenance of community system, 0, 0, 0, 0, 0, 0, 265614, 265614
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, PATACHARKUCHI, 105602, 3141903, Roads, 0, 0, 0, 0, 0, 0, 1684553, 1684553
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, PATACHARKUCHI, 105602, 3141903, Total, 0, 0, 0, 0, 0, 0, 2548660, 2548660
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAMUNKUCHI, 105591, 3145463, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 219516, 219516
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAMUNKUCHI, 105591, 3145463, Maintenance of community system, 0, 0, 0, 0, 0, 0, 1158539, 1158539
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAMUNKUCHI, 105591, 3145463, Poverty allevation programme, 0, 0, 0, 0, 0, 0, 50000, 50000
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAMUNKUCHI, 105591, 3145463, Roads, 0, 0, 0, 0, 0, 0, 2962251, 2962251
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAMUNKUCHI, 105591, 3145463, Total, 0, 0, 0, 0, 0, 0, 4390306, 4390306
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, MARIPUR ANANDAPUR, 105600, 3143942, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 214893, 214893
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, MARIPUR ANANDAPUR, 105600, 3143942, Maintenance of community system, 0, 0, 0, 0, 0, 0, 1925000, 1925000
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, MARIPUR ANANDAPUR, 105600, 3143942, Roads, 0, 0, 0, 0, 0, 0, 1953821, 1953821
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, MARIPUR ANANDAPUR, 105600, 3143942, Sanitation, 0, 0, 0, 0, 0, 0, 204148, 204148
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, MARIPUR ANANDAPUR, 105600, 3143942, Total, 0, 0, 0, 0, 0, 0, 4297862, 4297862
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAGHMARA, 105660, 3195150, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 158395, 158395
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAGHMARA, 105660, 3195150, Agriculture, 0, 0, 0, 0, 0, 0, 150000, 150000
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAGHMARA, 105660, 3195150, Health, 0, 0, 0, 0, 0, 0, 100474, 100474
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAGHMARA, 105660, 3195150, Maintenance of community system, 0, 0, 0, 0, 0, 0, 494268, 494268
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAGHMARA, 105660, 3195150, Markets and fairs, 0, 0, 0, 0, 0, 0, 600000, 600000
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAGHMARA, 105660, 3195150, Roads, 0, 0, 0, 0, 0, 0, 1494742, 1494742
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAGHMARA, 105660, 3195150, Sanitation, 0, 0, 0, 0, 0, 0, 120000, 120000
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAGHMARA, 105660, 3195150, Social welfare, 0, 0, 0, 0, 0, 0, 50000, 50000
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, BAGHMARA, 105660, 3195150, Total, 0, 0, 0, 0, 0, 0, 3167879, 3167879
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, NITYANANDA PANBARI, 105601, 3147387, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 170428, 170428
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, NITYANANDA PANBARI, 105601, 3147387, Land improvement, 0, 0, 0, 0, 0, 0, 346000, 346000
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, NITYANANDA PANBARI, 105601, 3147387, Maintenance of community system, 0, 0, 0, 0, 0, 0, 161908, 161908
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, NITYANANDA PANBARI, 105601, 3147387, Roads, 0, 0, 0, 0, 0, 0, 2730206, 2730206
2019, ASSAM, 18, BARPETA, 243, BAJALI, 2907, NITYANANDA PANBARI, 105601, 3147387, Total, 0, 0, 0, 0, 0, 0, 3408542, 3408542
