A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 100000, 100000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Agriculture, 0, 0, 0, 0, 0, 0, 35000, 35000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Animal husbandry, 0, 0, 0, 0, 0, 0, 1680000, 1680000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Education, 0, 0, 0, 0, 0, 0, 650000, 650000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Land improvement, 0, 0, 0, 0, 0, 0, 900000, 900000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Roads, 0, 0, 0, 0, 0, 0, 2105000, 2105000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Rural electrification, 0, 0, 0, 0, 0, 0, 313742, 313742
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Sanitation, 0, 0, 0, 0, 0, 0, 220548, 220548
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Water Conservation, 0, 0, 0, 0, 0, 0, 1900000, 1900000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BAMTA, 7526, 1987844, Total, 0, 0, 0, 0, 0, 0, 7904290, 7904290
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 100000, 100000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Animal husbandry, 0, 0, 0, 0, 0, 0, 875000, 875000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Drinking water, 0, 0, 0, 0, 0, 0, 100000, 100000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Land improvement, 0, 0, 0, 0, 0, 0, 3100000, 3100000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Maintenance of community system, 0, 0, 0, 0, 0, 0, 500000, 500000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Roads, 0, 0, 0, 0, 0, 0, 4012794, 4012794
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Rural electrification, 0, 0, 0, 0, 0, 0, 100000, 100000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Sanitation, 0, 0, 0, 0, 0, 0, 150000, 150000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Water Conservation, 0, 0, 0, 0, 0, 0, 2100000, 2100000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, CHHAROL, 7534, 2000524, Total, 0, 0, 0, 0, 0, 0, 11037794, 11037794
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOLI, 7536, 2186970, Agriculture, 0, 0, 0, 0, 0, 0, 2900000, 2900000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOLI, 7536, 2186970, Animal husbandry, 0, 0, 0, 0, 0, 0, 1645000, 1645000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOLI, 7536, 2186970, Drinking water, 0, 0, 0, 0, 0, 0, 80000, 80000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOLI, 7536, 2186970, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 200000, 200000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOLI, 7536, 2186970, Roads, 0, 0, 0, 0, 0, 0, 3203884, 3203884
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOLI, 7536, 2186970, Sanitation, 0, 0, 0, 0, 0, 0, 236000, 236000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOLI, 7536, 2186970, Total, 0, 0, 0, 0, 0, 0, 8264884, 8264884
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 49655, 49655
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Agriculture, 0, 0, 0, 0, 0, 0, 1185000, 1185000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Animal husbandry, 0, 0, 0, 0, 0, 0, 1925000, 1925000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Drinking water, 0, 0, 0, 0, 0, 0, 350000, 350000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Education, 0, 0, 0, 0, 0, 0, 160000, 160000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Land improvement, 0, 0, 0, 0, 0, 0, 1535000, 1535000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Maintenance of community system, 0, 0, 0, 0, 0, 0, 100000, 100000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Roads, 0, 0, 0, 0, 0, 0, 4100000, 4100000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Rural electrification, 0, 0, 0, 0, 0, 0, 260000, 260000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Sanitation, 0, 0, 0, 0, 0, 0, 581000, 581000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Social welfare, 0, 0, 0, 0, 0, 0, 350000, 350000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Water Conservation, 0, 0, 0, 0, 0, 0, 920000, 920000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Women and child development, 0, 0, 0, 0, 0, 0, 70000, 70000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, BINAULA, 7527, 2061517, Total, 0, 0, 0, 0, 0, 0, 11585655, 11585655
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOTH, 7537, 2090705, Animal husbandry, 0, 0, 0, 0, 0, 0, 1925000, 1925000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOTH, 7537, 2090705, Drinking water, 0, 0, 0, 0, 0, 0, 620000, 620000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOTH, 7537, 2090705, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 280000, 280000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOTH, 7537, 2090705, Land improvement, 0, 0, 0, 0, 0, 0, 3800000, 3800000
2019, HIMACHAL PRADESH, 2, BILASPUR, 15, BILASPUR SADAR, 722, DEOTH, 7537, 2090705, Maintenance of community system, 0, 0, 0, 0, 0, 0, 1600000, 1600000
