A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, ALIWAL, 237915, 1844293, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 112880, 112880
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, ALIWAL, 237915, 1844293, Poverty allevation programme, 0, 0, 1851290, 1851290, 0, 0, 1202880, 1202880
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, ALIWAL, 237915, 1844293, Total, 0, 0, 1851290, 1851290, 0, 0, 1315760, 1315760
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, ABU SAID, 237914, 1849284, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 179000, 179000
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, ABU SAID, 237914, 1849284, Poverty allevation programme, 0, 0, 0, 0, 0, 0, 1397468, 1397468
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, ABU SAID, 237914, 1849284, Total, 0, 0, 0, 0, 0, 0, 1576468, 1576468
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BALHARWAL, 237919, 1835727, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 129813, 129813
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BALHARWAL, 237919, 1835727, Poverty allevation programme, 0, 0, 3244372, 3244372, 0, 0, 429813, 429813
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BALHARWAL, 237919, 1835727, Total, 0, 0, 3244372, 3244372, 0, 0, 559626, 559626
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BHOE WALI, 237922, 1846386, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 13000, 13000
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BHOE WALI, 237922, 1846386, Poverty allevation programme, 0, 0, 2373525, 2373525, 0, 0, 436971, 436971
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BHOE WALI, 237922, 1846386, Total, 0, 0, 2373525, 2373525, 0, 0, 449971, 449971
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BARLAS, 237928, 1847223, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 150000, 150000
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BARLAS, 237928, 1847223, Poverty allevation programme, 0, 0, 200000, 200000, 0, 0, 1100000, 1100000
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BARLAS, 237928, 1847223, Total, 0, 0, 200000, 200000, 0, 0, 1250000, 1250000
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BATH, 237920, 1846358, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 292500, 292500
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BATH, 237920, 1846358, Poverty allevation programme, 0, 0, 1489000, 1489000, 0, 0, 1273000, 1273000
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BATH, 237920, 1846358, Total, 0, 0, 1489000, 1489000, 0, 0, 1565500, 1565500
2018, PUNJAB, 3, AMRITSAR, 27, AJNALA, 797, BAL BAWA, 237918, 1858295, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 241000, 241000
