A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, BHAYLA, 154514, 1744985, Drinking water, 0, 0, 0, 0, 0, 0, 100000, 100000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, BHAYLA, 154514, 1744985, Roads, 0, 0, 0, 0, 0, 0, 781000, 781000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, BHAYLA, 154514, 1744985, Sanitation, 0, 0, 0, 0, 0, 0, 100000, 100000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, BHAYLA, 154514, 1744985, Total, 0, 0, 0, 0, 0, 0, 981000, 981000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DUMALI, 154523, 1745448, Drinking water, 0, 0, 0, 0, 0, 0, 70000, 70000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DUMALI, 154523, 1745448, Roads, 0, 0, 0, 0, 0, 0, 138000, 138000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DUMALI, 154523, 1745448, Sanitation, 0, 0, 0, 0, 0, 0, 60000, 60000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DUMALI, 154523, 1745448, Total, 0, 0, 0, 0, 0, 0, 268000, 268000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DHEDHAL, 154521, 1745273, Drinking water, 0, 0, 0, 0, 0, 0, 200000, 200000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DHEDHAL, 154521, 1745273, Maintenance of community system, 0, 0, 0, 0, 0, 0, 70000, 70000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DHEDHAL, 154521, 1745273, Roads, 0, 0, 0, 0, 0, 0, 600000, 600000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DHEDHAL, 154521, 1745273, Sanitation, 0, 0, 0, 0, 0, 0, 200000, 200000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DHEDHAL, 154521, 1745273, Total, 0, 0, 0, 0, 0, 0, 1070000, 1070000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DHINGDA, 154522, 1745370, Roads, 0, 0, 0, 0, 0, 0, 125000, 125000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DHINGDA, 154522, 1745370, Sanitation, 0, 0, 0, 0, 0, 0, 150000, 150000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DHINGDA, 154522, 1745370, Total, 0, 0, 0, 0, 0, 0, 275000, 275000
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DAHEGAMDA, 154517, 1732653, Drinking water, 0, 0, 0, 0, 0, 0, 109518, 109518
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DAHEGAMDA, 154517, 1732653, Roads, 0, 0, 0, 0, 0, 0, 328253, 328253
2015, GUJARAT, 24, AHMADABAD, 397, BAVLA, 4413, DAHEGAMDA, 154517, 1732653, Sanitation, 0, 0, 0, 0, 0, 0, 109418, 109418
